Address,Score,Allocation
0x00000000cc0b822819f03424dacf9077fdaa58a3,0.0000014496,13.045950767481349
0x000a1efcb426c493c2d99880ef77c3855a312673,0.0000041335,37.20138576751892
0x00267b66d3e188f62cd3d0e7e1c16c3e17fc9518,0.0000011182,10.064239479969544
0x00284d2e4b7201f070f7d02bf6c899be33b0aa56,0.0000054138,48.72431610293662
0x005d8431c17d7706c8262ccf4d558e4e05ec3778,0.0001456894,1311.2050251369922
0x005f16f017aa933bb41965b52848ceb8ee48b171,0.0000004234,3.811044767104513
0x00645dd21310882cc32399abcb54e0a05b3b5d1d,0.0000333052,299.7466080846534
0x00670bf160f03492ab83030617e333f039d8e52e,0.0002310422,2079.3795809539884
0x006d0f31a00e1f9c017ab039e9d0ba699433a28c,0.0000020584,18.52516123924122
0x007de57773b6eb4ebbf6a740dfde1efdd5629630,0.0000016520,14.86815423840523
0x00a4b7fae16cd0169902bc4e3ac7dacbcf685dcd,0.0000001692,1.5225610609822755
0x00b32916575fcb38675309dbf122bb671fb60497,0.0081617548,73455.79297629965
0x00eeea10bd8c5b98b232231c8dfd8bff407e318e,0.0000001475,1.3276431716877521
0x00f3f35c6229d2d1373161465985f63bfd4e096e,0.0000013627,12.264219658707434
0x012e0032d5194d647be87e1f1d4886c5e4364b47,0.0000002996,2.6964868610966133
0x0135518b5a6f8292165c4b4fc8ecc975695f4d38,0.0000289040,260.1362583035781
0x0152253f84de829a51cf23c32751775705cd4138,0.0000314457,283.011189735845
0x0167767e7ffabd6e9fe1f958535bf296622d4b21,0.0000031941,28.74723913210211
0x017cf4a6fd34da13f454685afaa073760efc9645,0.0000070456,63.41057472051391
0x017f0b9bb369fc81cec03bc21dfce163eb8ec539,0.0000057982,52.183803069925396
0x01a32cac098b19bc86027721fd7f3c51e2642e52,0.0000002547,2.2919394447394668
0x01b0f3f0d254b8f46c73d3063b54db642cd9e44d,0.0000269066,242.15945442410134
0x01ceff54bf3f44ba8be84d1c1c6243ab37aecf8d,0.0000505216,454.6942760880285
0x01e6fd0ae73d9194b19f9b376065577927a0d5f5,0.0000002402,2.1621593002813104
0x01e9e7d4e589cfdf2853178a2cbf666fd3708a60,0.0000014930,13.43740286341548
0x0207b4732e347a9214e0c1cc4f3c86e4b416126e,0.0000000358,0.3225426693269569
0x021d294aff0bd7925daf78fa68a096a1e0e110ce,0.0000001464,1.317641027515616
0x028dcef0bcbd1590f54f9d44ca08150af2f7fa53,0.0000001884,1.6959735997725753
0x0297196d753045df822c67d23f9ab10c7128b102,0.0000029915,26.923877094409338
0x02c85680a4f9c5f5318adc782ad65dfabcab592b,0.0000002806,2.5250355295832034
0x02fb169416cfc63bae584690dbb64f4e9d8d0c52,0.0000001595,1.4350545844229483
0x030539e7a6742690f7e2257c98072ab31be60411,0.0001198187,1078.36808401886
0x0337dcbc6f5f2c2ca665fdd487f7d8f23c305b08,0.0000094946,85.45097752700282
0x034e1f7a66b582b68e511b325ed0ccb71bb4bc12,0.0000014496,13.045950767481349
0x035663b7f36ee7dc556fe6a67bc134fc68a05692,0.0000014496,13.045950767481349
0x037dfd569defbc08ae28001159b4c49f6d006cff,0.0000016385,14.74614534593825
0x03bda7073e23844810853331723d3b67a36c7458,0.0000000014,0.013045950767481348
0x03ebbfcc5401beef5b4a06c3bfdd26a75cb09a84,0.0000057982,52.183803069925396
0x03ff7f8d129cae6e43903b5d2506ee5449cc7bb6,0.0004640998,4176.898593046182
0x04081f2e8c1e88dcf609768de34382d238e7b22e,0.0000000014,0.013045950767481348
0x040ec70b5f62ea9bac27a6947fcc5f77ded4a343,0.0000011444,10.2998674867537
0x045aa3b8068d1b2e436cb0fd2410d6d3b7c0775f,0.0000001949,1.7538345122375276
0x045bfe08bf366b3fd3fb1abf3ed1691ab1381e63,0.0000144955,130.45950767481347
0x0469027ccb174b66a02a637ac67e3d22fcf65446,0.0000001457,1.3110779843555578
0x046fb65722e7b2455012bfebf6177f1d2e9738d9,0.0000053197,47.87722286132207
0x04823fabfa7f0fa5bd84ea284701337ecd8af395,0.0001583415,1425.0731154027762
0x04864697b35726679f5232c366b0943894b8adfb,0.0000002500,2.2500662026350127
0x04886c1ec60f9c6b319c0d3dd31c988edddc7702,0.0000000084,0.07555831966260296
0x0494f503912c101bfd76b88e4f5d8a33de284d1a,0.0000009516,8.563991930881093
0x04a7f2ae478c056338ebd4e165a93028027265fe,0.0000018930,17.036754101800035
0x04bb3485209a72b81467711eb0b4ca6f5767280d,0.0000014145,12.73029805265754
0x04c489a929c9e40f2a6c592adaeec098ce40afef,0.0000037795,34.01555267598969
0x04d63662227e4742236a46399d005f988e0883cf,0.0000014496,13.045950767481349
0x04f004eb2431e8f79fe0c671c807ecb2f5cc71ff,0.0000002174,1.9568926151222021
0x04f1a29429439269d10cd7b3f94fcf23a152d077,0.0000132447,119.20259294636944
0x050334d0e0fbb74a8b4e847a885178ac39059507,0.0000001897,1.7075557839862705
0x050ac21c63ee3edddbe27bdaa7a87b0c9f5fd75b,0.0000028991,26.091901534962698
0x05189eb2e93a62719509085194e159a1ef0b0a0e,0.0000008437,7.593700785024796
0x0539b938a5d9fba8826498d960117d51fb0a2006,0.0000050429,45.38624715770262
0x053e1be1151630ef9a54e0bcb7f5ccd1503d5725,0.0000028456,25.610386148644718
0x0550bed1c94afbd468aa739852632d7e9b4c2f86,0.0000038872,34.98508987663398
0x055d65e7213c9c2fadad2d2efba9ef4c8ad9f970,0.0000055747,50.17227764017366
0x0589195d2e4810ed4031bf90a7fe81d78a5fe65e,0.0000057982,52.183803069925396
0x058b4c448885d5e0ce438f95db4bc4b48d7268b1,0.0000275235,247.71130874875576
0x05903affd45da43a14f9a9421605e0e7a4fe2e21,0.0000000616,0.5544529076179574
0x059f5578b999e55ba9db7956b7eaad57448e5f00,0.0000332143,298.928727167667
0x05a8810bf69a6d9496497a364f1e21e855187f95,0.0000004102,3.6921552358993313
